Prescription Drug Name,Drug Tier,Coverage Requirements and Limits,Insurer
ETOPOSIDE CAPS OR 50 MG,2,AC,healthnet
"etoposide soln iv 1 gm/50ml, 500 mg/25ml",2,PA; SP,healthnet
etoposide soln iv 100 mg/5ml,2,PA; AC,healthnet
"HYCAMTIN CAPS OR 0.25 MG, 1 MG",SP,PA; AC,healthnet
HYCAMTIN SOLR IV 4 MG (Use Topotecan HCl),SP,PA; LA,healthnet
topotecan hcl solr,SP,PA; LA,healthnet
carbidopa tabs,2,,healthnet
LODOSYN TABS (Use Carbidopa),NF,,healthnet
benztropine mesylate soln ij 1 mg/ml,SP,PA,healthnet
"benztropine mesylate tabs or 0.5 mg, 1 mg, 2 mg",1,,healthnet
COGENTIN SOLN (Use Benztropine Mesylate),SP,PA,healthnet
trihexyphenidyl hcl soln,1,,healthnet
trihexyphenidyl hcl tabs,1,,healthnet
COMTAN TABS (Use Entacapone),NF,,healthnet
entacapone tabs,1,,healthnet
TASMAR TABS (Use Tolcapone),NF,,healthnet
tolcapone tabs,1,,healthnet
amantadine hcl caps,1,,healthnet
amantadine hcl syrp,1,,healthnet
amantadine hcl tabs,1,,healthnet
bromocriptine mesylate caps,1,,healthnet
bromocriptine mesylate tabs,1,,healthnet
"carbidopa-levodopa tabs 10mg-100mg, 25mg- 100mg, 25mg-250mg",1,,healthnet
carbidopa-levodopa tbcr 25mg-100mg,1,QL(8 ea daily),healthnet
carbidopa-levodopa tbcr 50mg-200mg,1,,healthnet
"carbidopa-levodopa tbdp 10mg-100mg, 25mg- 100mg, 25mg-250mg",1,,healthnet
"carbidopa-levodopa- entacapone tabs 200mg- 25mg-100mg, 200mg- 50mg-200mg, 200mg- 12.5mg-50mg, 200mg- 18.75mg-75mg, 200mg- 37.5mg-150mg",1,,healthnet
carbidopa-levodopa- entacapone tabs 200mg- 31.25mg-125mg,2,,healthnet
CARBIDOPA/LEVODOPA/ ENTACAPONE TABS,2,,healthnet
"MIRAPEX ER TB24 0.375 MG, 0.75 MG, 1.5 MG, 4.5 MG, 2.25 MG, 3.75 MG (Use Pramipexole Dihydrochloride)",NF,,healthnet
MIRAPEX ER TB24 3 MG (Use Pramipexole Dihydrochloride),NF,QL(1 ea daily),healthnet
"MIRAPEX TABS 0.125 MG, 0.25 MG, 0.75 MG, 0.5 MG (Use Pramipexole Dihydrochloride)",NF,,healthnet
MIRAPEX TABS 1 MG (Use Pramipexole Dihydrochloride),NF,QL(4 ea daily),healthnet
MIRAPEX TABS 1.5 MG (Use Pramipexole Dihydrochloride),NF,QL(3 ea daily),healthnet
NEUPRO PT24,3,,healthnet
PARLODEL CAPS (Use Bromocriptine Mesylate),NF,,healthnet
PARLODEL TABS (Use Bromocriptine Mesylate),NF,,healthnet
"pramipexole dihydrochloride tabs 0.125 mg, 0.25 mg, 0.75 mg, 0.5 mg",1,,healthnet
pramipexole dihydrochloride tabs 1 mg,1,QL(4 ea daily),healthnet
pramipexole dihydrochloride tabs 1.5 mg,1,QL(3 ea daily),healthnet
"pramipexole dihydrochloride tb24 0.375 mg, 0.75 mg, 1.5 mg, 4.5 mg, 2.25 mg",2,,healthnet
pramipexole dihydrochloride tb24 3 mg,2,QL(1 ea daily),healthnet
pramipexole dihydrochloride tb24 3.75 mg,1,,healthnet
REQUIP TABS (Use Ropinirole Hydrochloride),NF,,healthnet
REQUIP XL TB24 12 MG (Use Ropinirole Hydrochloride),NF,QL(2 ea daily),healthnet
"REQUIP XL TB24 2 MG, 4 MG, 6 MG, 8 MG (Use Ropinirole Hydrochloride)",NF,,healthnet
"ropinirole hydrochloride tabs 0.25 mg, 0.5 mg, 1 mg, 2 mg, 3 mg, 4 mg, 5 mg",1,,healthnet
ropinirole hydrochloride tb24 12 mg,2,QL(2 ea daily),healthnet
"ropinirole hydrochloride tb24 2 mg, 4 mg, 6 mg",2,,healthnet
ropinirole hydrochloride tb24 8 mg,1,,healthnet
RYTARY CPCR,3,PA; QL(10 ea daily),healthnet
SINEMET CR TBCR 25MG-100MG (Use Carbidopa-Levodopa),NF,QL(8 ea daily),healthnet
SINEMET CR TBCR 50MG-200MG (Use Carbidopa-Levodopa),NF,,healthnet
SINEMET TABS (Use Carbidopa-Levodopa),NF,,healthnet
STALEVO 100 TABS (Use Carbidopa-Levodopa- Entacapone),NF,,healthnet
STALEVO 125 TABS (Use Carbidopa-Levodopa- Entacapone),NF,,healthnet
STALEVO 150 TABS (Use Carbidopa-Levodopa- Entacapone),NF,,healthnet
STALEVO 200 TABS (Use Carbidopa-Levodopa- Entacapone),NF,,healthnet
STALEVO 50 TABS (Use Carbidopa-Levodopa- Entacapone),NF,,healthnet
STALEVO 75 TABS (Use Carbidopa-Levodopa- Entacapone),NF,,healthnet
AZILECT TABS (Use Rasagiline Mesylate),NF,,healthnet
ELDEPRYL CAPS (Use Selegiline HCl),NF,QL(2 ea daily),healthnet
rasagiline mesylate tabs,1,,healthnet
selegiline hcl caps,1,QL(2 ea daily),healthnet
selegiline hcl tabs,1,QL(2 ea daily),healthnet
SELEGILINE HCL TABS,2,QL(2 ea daily),healthnet
XADAGO TABS,3,PA,healthnet
ZELAPAR TBDP,3,,healthnet
"lithium carbonate caps 150 mg, 600 mg",1,,healthnet
lithium carbonate caps 300 mg,1,QL(6 ea daily),healthnet
lithium carbonate tabs 300 mg,1,,healthnet
"lithium carbonate tbcr 300 mg, 450 mg",1,,healthnet
LITHIUM SOLN,3,,healthnet
LITHOBID TBCR (Use Lithium Carbonate),3,,healthnet
EQUETRO CP12,3,,healthnet
"GEODON CAPS 20 MG, 40 MG (Use Ziprasidone HCl)",NF,,healthnet
"GEODON CAPS 60 MG, 80 MG (Use Ziprasidone HCl)",NF,QL(2 ea daily),healthnet
LATUDA TABS,3,PA,healthnet
NUPLAZID CAPS 34 MG,SP,PA; QL(1 ea daily),healthnet
NUPLAZID TABS 10 MG,SP,PA; QL(1 ea daily),healthnet
NUPLAZID TABS 17 MG,SP,PA,healthnet
VRAYLAR CAPS,SP,PA; QL(1 ea daily),healthnet
VRAYLAR CPPK,SP,PA; QL(1 ea daily),healthnet
"ziprasidone hcl caps 20 mg, 40 mg",1,,healthnet
"ziprasidone hcl caps 60 mg, 80 mg",1,QL(2 ea daily),healthnet
FANAPT TABS,SP,PA; QL(2 ea daily),healthnet
FANAPT TITRATION PACK TABS,SP,PA,healthnet
INVEGA TB24 (Use Paliperidone),NF,,healthnet
paliperidone tb24,1,,healthnet
PERSERIS PRSY,SP,PA,healthnet
RISPERDAL M-TAB TBDP (Use Risperidone),NF,,healthnet
RISPERDAL SOLN 1 MG/ML (Use Risperidone),NF,,healthnet
"RISPERDAL TABS 0.25 MG, 0.5 MG, 1 MG, 2 MG, 4 MG (Use Risperidone)",NF,,healthnet
RISPERDAL TABS 3 MG (Use Risperidone),NF,QL(2 ea daily),healthnet
RISPERIDONE ODT TBDP,3,,healthnet
risperidone soln 1 mg/ml,1,,healthnet
"risperidone tabs 0.25 mg, 0.5 mg, 1 mg, 2 mg, 4 mg",1,,healthnet
risperidone tabs 3 mg,1,QL(2 ea daily),healthnet
"risperidone tbdp 0.5 mg, 1 mg, 2 mg, 3 mg, 4 mg",1,,healthnet
haloperidol lactate conc,1,,healthnet
haloperidol tabs,1,,healthnet
CLOZAPINE ODT TBDP,3,,healthnet
"clozapine tabs 25 mg, 50 mg, 100 mg, 200 mg",1,,healthnet
"CLOZAPINE TABS 50 MG, 200 MG (Use Clozapine)",NF,,healthnet
clozapine tbdp 12.5 mg,1,,healthnet
CLOZARIL TABS (Use Clozapine),NF,,healthnet
FAZACLO TBDP 12.5 MG (Use Clozapine),NF,,healthnet
"FAZACLO TBDP 150 MG, 200 MG",3,,healthnet
loxapine succinate caps,1,,healthnet
"olanzapine tabs 15 mg, 20 mg",1,QL(1 ea daily),healthnet
"olanzapine tabs 5 mg, 10 mg, 2.5 mg, 7.5 mg",1,,healthnet
"olanzapine tbdp 5 mg, 10 mg, 15 mg, 20 mg",2,,healthnet
quetiapine fumarate tabs 200 mg,1,QL(4 ea daily),healthnet
"quetiapine fumarate tabs 25 mg, 50 mg, 100 mg",1,,healthnet
"quetiapine fumarate tabs 300 mg, 400 mg",1,QL(2 ea daily),healthnet
"quetiapine fumarate tb24 50 mg, 150 mg, 200 mg, 300 mg, 400 mg",1,PA,healthnet
SAPHRIS SUBL,3,PA,healthnet
SEROQUEL TABS 200 MG (Use Quetiapine Fumarate),NF,QL(4 ea daily),healthnet
"SEROQUEL TABS 25 MG, 50 MG, 100 MG (Use Quetiapine Fumarate)",NF,,healthnet
"SEROQUEL TABS 300 MG, 400 MG (Use Quetiapine Fumarate)",NF,QL(2 ea daily),healthnet
SEROQUEL XR TB24 (Use Quetiapine Fumarate),NF,PA,healthnet
VERSACLOZ SUSP,3,QL(18 ml daily),healthnet
"ZYPREXA TABS 15 MG, 20 MG (Use Olanzapine)",NF,QL(1 ea daily),healthnet
"ZYPREXA TABS 5 MG, 10 MG, 2.5 MG, 7.5 MG (Use Olanzapine)",NF,,healthnet
ZYPREXA ZYDIS TBDP (Use Olanzapine),NF,,healthnet
MOLINDONE HYDROCHLORIDE TABS,3,,healthnet
chlorpromazine hcl tabs,2,,healthnet
fluphenazine hcl conc 5 mg/ml,1,,healthnet
fluphenazine hcl elix 2.5 mg/5ml,1,,healthnet
"fluphenazine hcl tabs 1 mg, 5 mg, 10 mg, 2.5 mg",1,,healthnet
"FLUPHENAZINE HCL TABS 1 MG, 5 MG, 10 MG, 2.5 MG",2,,healthnet
perphenazine tabs,1,,healthnet
prochlorperazine maleate tabs,1,,healthnet
prochlorperazine supp,1,QL(2 ea daily),healthnet
"thioridazine hcl tabs 10 mg, 25 mg, 100 mg",1,,healthnet
thioridazine hcl tabs 50 mg,1,QL(4 ea daily),healthnet
trifluoperazine hcl tabs,1,,healthnet
ABILIFY TABS 15 MG (Use Aripiprazole),NF,QL(2 ea daily),healthnet
"ABILIFY TABS 2 MG, 5 MG, 10 MG, 30 MG (Use Aripiprazole)",NF,,healthnet
ABILIFY TABS 20 MG (Use Aripiprazole),NF,QL(1 ea daily),healthnet
aripiprazole soln 1 mg/ml,1,,healthnet
aripiprazole tabs 15 mg,1,QL(2 ea daily),healthnet
"aripiprazole tabs 2 mg, 5 mg, 10 mg, 30 mg",1,,healthnet
aripiprazole tabs 20 mg,1,QL(1 ea daily),healthnet
"aripiprazole tbdp 10 mg, 15 mg",1,PA,healthnet
REXULTI TABS,3,PA; ST,healthnet
thiothixene caps,1,,healthnet
FORMALDEHYDE SOLN 10 %,3,,healthnet
"formaldehyde soln 10%, 10 %",1,,healthnet
abacavir sulfate soln,1,,healthnet
abacavir sulfate tabs,1,,healthnet
abacavir sulfate-lamivudine tabs,1,,healthnet
abacavir sulfate- lamivudine-zidovudine tabs,1,,healthnet
APTIVUS CAPS,2,,healthnet
APTIVUS SOLN,2,,healthnet
atazanavir sulfate caps,1,,healthnet
ATRIPLA TABS,2,QL(1 ea daily),healthnet
BIKTARVY TABS,2,,healthnet
CIMDUO TABS,2,,healthnet
COMBIVIR TABS (Use Lamivudine-Zidovudine),NF,,healthnet
COMPLERA TABS,2,,healthnet
CRIXIVAN CAPS,2,,healthnet
DELSTRIGO TABS,2,,healthnet
DESCOVY TABS,2,,healthnet
"didanosine cpdr 200 mg, 250 mg, 400 mg",1,,healthnet
DIDANOSINE CPDR 400 MG,2,,healthnet
DOVATO TABS,2,,healthnet
EDURANT TABS,2,,healthnet
efavirenz caps,1,,healthnet
efavirenz tabs,1,,healthnet
EMTRIVA CAPS,2,,healthnet
EMTRIVA SOLN,2,,healthnet
EPIVIR SOLN (Use Lamivudine),NF,,healthnet
EPIVIR TABS (Use Lamivudine),NF,,healthnet
EPZICOM TABS (Use Abacavir Sulfate- Lamivudine),NF,,healthnet
EVOTAZ TABS,2,,healthnet
fosamprenavir calcium tabs,1,,healthnet
FUZEON SOLR,SP,PA; LA,healthnet
GENVOYA TABS,2,,healthnet
INTELENCE TABS,2,,healthnet
INVIRASE CAPS,2,,healthnet
INVIRASE TABS,2,,healthnet
ISENTRESS CHEW,2,,healthnet
ISENTRESS HD TABS,2,,healthnet
ISENTRESS PACK,2,,healthnet
ISENTRESS TABS,2,,healthnet
JULUCA TABS,2,,healthnet
KALETRA SOLN 400MG/5ML-100MG/5ML (Use Lopinavir-Ritonavir),NF,,healthnet
"KALETRA TABS 100MG- 25MG, 200MG-50MG",2,,healthnet
lamivudine soln,1,,healthnet
lamivudine tabs,1,,healthnet
lamivudine-zidovudine tabs,1,,healthnet
LEXIVA SUSP 50 MG/ML,2,,healthnet
LEXIVA TABS 700 MG (Use Fosamprenavir Calcium),NF,,healthnet
lopinavir-ritonavir soln,1,,healthnet
NEVIRAPINE ER TB24,3,,healthnet
nevirapine susp,1,,healthnet
nevirapine tabs,1,,healthnet
nevirapine tb24,1,,healthnet
NORVIR CAPS 100 MG,2,,healthnet
NORVIR PACK 100 MG,2,,healthnet
NORVIR SOLN 80 MG/ML,2,,healthnet
NORVIR TABS 100 MG (Use Ritonavir),NF,,healthnet
ODEFSEY TABS,2,,healthnet
PIFELTRO TABS,2,,healthnet
PREZCOBIX TABS,2,QL(1 ea daily),healthnet
PREZISTA SUSP 100 MG/ML,3,,healthnet
"PREZISTA TABS 75 MG, 150 MG, 600 MG, 800 MG",2,,healthnet
RESCRIPTOR TABS,2,,healthnet
RETROVIR CAPS (Use Zidovudine),NF,,healthnet
RETROVIR SYRP (Use Zidovudine),NF,,healthnet
"REYATAZ CAPS 150 MG, 200 MG, 300 MG (Use Atazanavir Sulfate)",NF,,healthnet
REYATAZ PACK 50 MG,2,,healthnet
ritonavir tabs,1,,healthnet
SELZENTRY SOLN,2,,healthnet
SELZENTRY TABS,2,,healthnet
stavudine caps,1,,healthnet
STRIBILD TABS,2,,healthnet
SUSTIVA CAPS (Use Efavirenz),NF,,healthnet
SUSTIVA TABS (Use Efavirenz),NF,,healthnet
SYMFI LO TABS,2,,healthnet
SYMFI TABS,2,,healthnet
SYMTUZA TABS,2,ST,healthnet
TEMIXYS TABS,2,,healthnet
tenofovir disoproxil fumarate tabs,1,,healthnet
TIVICAY TABS,2,,healthnet
TRIUMEQ TABS,2,,healthnet
TRIZIVIR TABS (Use Abacavir Sulfate- Lamivudine-Zidovudine),NF,,healthnet
TRUVADA TABS,2,,healthnet
TYBOST TABS,2,,healthnet
VIDEX EC CPDR 125 MG,2,,healthnet
"VIDEX EC CPDR 200 MG, 250 MG, 400 MG (Use Didanosine)",NF,,healthnet
VIDEXPEDIATRIC SOLR,2,,healthnet
VIRACEPT TABS,2,,healthnet
VIRAMUNE SUSP (Use Nevirapine),NF,,healthnet
VIRAMUNE TABS (Use Nevirapine),NF,,healthnet
VIRAMUNE XR TB24 (Use Nevirapine),NF,,healthnet
VIREAD POWD 40 MG/GM,2,,healthnet
"VIREAD TABS 150 MG, 200 MG, 250 MG",2,,healthnet
VIREAD TABS 300 MG (Use Tenofovir Disoproxil Fumarate),NF,,healthnet
"ZERIT CAPS 15 MG, 20 MG, 30 MG, 40 MG (Use Stavudine)",NF,,healthnet
ZERIT SOLR 1 MG/ML,2,,healthnet
ZIAGEN SOLN (Use Abacavir Sulfate),NF,,healthnet
ZIAGEN TABS (Use Abacavir Sulfate),NF,,healthnet
zidovudine caps,1,,healthnet
zidovudine syrp,1,,healthnet
zidovudine tabs,1,,healthnet
cidofovir soln,SP,PA,healthnet
VALCYTE SOLR 50 MG/ML (Use Valganciclovir HCl),NF,Limit 630mls per month;QL(21 ml daily),healthnet
VALCYTE TABS 450 MG (Use Valganciclovir HCl),NF,,healthnet
valganciclovir hcl solr 50 mg/ml,1,Limit 630mls per month;QL(21 ml daily),healthnet
valganciclovir hcl tabs 450 mg,1,,healthnet
adefovir dipivoxil tabs,2,,healthnet
BARACLUDE SOLN 0.05 MG/ML,SP,,healthnet
"BARACLUDE TABS 0.5 MG, 1 MG (Use Entecavir)",NF,,healthnet
COPEGUS TABS (Use Ribavirin (Hepatitis C)),NF,PA,healthnet
DAKLINZA TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA,healthnet
entecavir tabs,2,,healthnet
EPCLUSA TABS,NF,,healthnet
EPIVIR HBV SOLN 5 MG/ML,3,,healthnet
EPIVIR HBV TABS 100 MG (Use Lamivudine (HBV)),NF,,healthnet
HARVONI TABS 200MG- 45MG,3,PA; MUST USE ACARIA SPECIALTY RX 844-538- 4661,healthnet
HARVONI TABS 400MG- 90MG,3,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661,healthnet
HEPSERA TABS (Use Adefovir Dipivoxil),NF,,healthnet
lamivudine (hbv) tabs,1,,healthnet
LEDIPASVIR/SOFOSBUVI R TABS,3,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661,healthnet
MAVYRET TABS,3,PA; MUST USE ACARIA SPECIALTY RX 844-538- 4661,healthnet
MODERIBA 1200 DOSE PACK TBPK,3,PA,healthnet
MODERIBA 800 DOSE PACK TBPK,3,PA,healthnet
MODERIBA TBPK,3,PA,healthnet
OLYSIO CAPS,SP,PA; LA,healthnet
PEGASYS PROCLICK SOLN,3,PA; SP,healthnet
PEGASYS SOLN,3,PA; SP,healthnet
PEGINTRON KIT,3,PA; SP,healthnet
REBETOL CAPS 200 MG (Use Ribavirin (Hepatitis C)),NF,PA,healthnet
REBETOL SOLN 40 MG/ML,2,PA,healthnet
RIBASPHERE RIBAPAK TBPK,3,PA,healthnet
ribavirin (hepatitis c) caps,1,PA,healthnet
ribavirin (hepatitis c) tabs,1,PA,healthnet
SOFOSBUVIR/VELPATAS VIR TABS,SP,PA,healthnet
SOVALDI TABS 400 MG,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA,healthnet
TECHNIVIE TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA,healthnet
VEMLIDY TABS,SP,ST; SP,healthnet
VIEKIRA PAK TBPK,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA,healthnet
VIEKIRA XR TB24,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA,healthnet
VOSEVI TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661 ;SP,healthnet
ZEPATIER TABS,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA,healthnet
acyclovir caps 200 mg,1,,healthnet
acyclovir susp 200 mg/5ml,1,,healthnet
acyclovir tabs 400 mg,1,,healthnet
acyclovir tabs 800 mg,1,QL(5 ea daily),healthnet
"famciclovir tabs or 125 mg, 250 mg, 500 mg",1,,healthnet
"valacyclovir hcl tabs 1 gm, 1000 mg",1,QL(4 ea daily),healthnet
valacyclovir hcl tabs 500 mg,1,QL(8 ea daily),healthnet
VALTREX TABS 1 GM (Use Valacyclovir HCl),NF,QL(4 ea daily),healthnet
VALTREX TABS 500 MG (Use Valacyclovir HCl),NF,QL(8 ea daily),healthnet
ZOVIRAX CAPS OR 200 MG (Use Acyclovir),NF,,healthnet
ZOVIRAX SUSP OR 200 MG/5ML (Use Acyclovir),NF,,healthnet
ZOVIRAX TABS OR 400 MG (Use Acyclovir),NF,,healthnet
ZOVIRAX TABS OR 800 MG (Use Acyclovir),NF,QL(5 ea daily),healthnet
FLUMADINE TABS (Use Rimantadine Hydrochloride),NF,,healthnet
"oseltamivir phosphate caps or 30 mg, 45 mg",1,"QL(10 ea per fill retail,10 ea per fill mail); AL(At least 1 yrs old)",healthnet
oseltamivir phosphate caps or 75 mg,1,,healthnet
oseltamivir phosphate susr or 6 mg/ml,1,"QL(75 ml daily,5 day(s) limit); AL(At least 1 yrs old)",healthnet
RELENZA DISKHALER AEPB,3,,healthnet
rimantadine hydrochloride tabs,1,,healthnet
"TAMIFLU CAPS 30 MG, 45 MG (Use Oseltamivir Phosphate)",NF,"QL(10 ea per fill retail,10 ea per fill mail); AL(At least 1 yrs old)",healthnet
TAMIFLU CAPS 75 MG (Use Oseltamivir Phosphate),NF,,healthnet
TAMIFLU SUSR 6 MG/ML (Use Oseltamivir Phosphate),NF,"QL(75 ml daily,5 day(s) limit); AL(At least 1 yrs old)",healthnet
ribavirin solr,1,,healthnet
VIRAZOLE SOLR (Use Ribavirin),NF,,healthnet
carvedilol phosphate cp24,1,,healthnet
"carvedilol tabs 25 mg, 12.5 mg, 6.25 mg",1,,healthnet
carvedilol tabs 3.125 mg,1,QL(2 ea daily),healthnet
COREG CR CP24 (Use Carvedilol Phosphate),NF,,healthnet
"COREG TABS 25 MG, 12.5 MG, 6.25 MG (Use Carvedilol)",NF,,healthnet
COREG TABS 3.125 MG (Use Carvedilol),NF,QL(2 ea daily),healthnet
labetalol hcl tabs,1,,healthnet
"acebutolol hcl caps or 200 mg, 400 mg",1,,healthnet
"atenolol tabs or 25 mg, 50 mg, 100 mg",1,,healthnet
betaxolol hcl tabs,1,,healthnet
bisoprolol fumarate tabs,1,QL(1 ea daily),healthnet
BYSTOLIC TABS,3,,healthnet
LOPRESSOR TABS (Use Metoprolol Tartrate),NF,,healthnet
metoprolol succinate tb24,1,,healthnet
"metoprolol tartrate tabs or 25 mg, 50 mg, 75 mg, 100 mg, 37.5 mg",1,,healthnet
TENORMIN TABS (Use Atenolol),NF,,healthnet
TOPROL XL TB24 (Use Metoprolol Succinate),NF,,healthnet
BETAPACE AF TABS (Use Sotalol HCl (AFIB/AFL)),NF,,healthnet
BETAPACE TABS (Use Sotalol HCl),NF,,healthnet
CORGARD TABS (Use Nadolol),NF,,healthnet
INDERAL LA CP24 (Use Propranolol HCl),NF,,healthnet
"INDERAL XL CP24 80 MG, 120 MG",3,,healthnet
"INNOPRAN XL CP24 80 MG, 120 MG",3,,healthnet
nadolol tabs,1,,healthnet
pindolol tabs,1,,healthnet
"propranolol hcl cp24 or 60 mg, 80 mg, 120 mg, 160 mg",1,,healthnet
"propranolol hcl soln or 20 mg/5ml, 40 mg/5ml",1,,healthnet
"propranolol hcl tabs or 10 mg, 20 mg, 40 mg, 60 mg, 80 mg",1,,healthnet
sotalol hcl (afib/afl) tabs,1,,healthnet
sotalol hcl tabs,1,,healthnet
SOTYLIZE SOLN,3,,healthnet
timolol maleate tabs or 10 mg,1,QL(6 ea daily),healthnet
"timolol maleate tabs or 5 mg, 20 mg",1,QL(2 ea daily),healthnet
"ADALAT CC TB24 30 MG, 60 MG (Use Nifedipine)",NF,,healthnet
ADALAT CC TB24 90 MG (Use Nifedipine),NF,QL(1 ea daily),healthnet
amlodipine besylate tabs 2.5 mg,1,QL(2 ea daily),healthnet
"amlodipine besylate tabs 5 mg, 10 mg",1,QL(1 ea daily),healthnet
CALAN SR TBCR 120 MG (Use Verapamil HCl),NF,,healthnet
"CALAN SR TBCR 180 MG, 240 MG (Use Verapamil HCl)",NF,QL(2 ea daily),healthnet
CALAN TABS (Use Verapamil HCl),NF,,healthnet
CARDIZEM CD CP24 (Use Diltiazem HCl Coated Beads),NF,QL(1 ea daily),healthnet
CARDIZEM LA TB24 120 MG,2,,healthnet
"CARDIZEM LA TB24 180 MG, 240 MG, 300 MG, 360 MG, 420 MG (Use Diltiazem HCl Coated Beads)",NF,,healthnet
CARDIZEM TABS (Use Diltiazem HCl),NF,,healthnet
DILT-XR CP24,2,,healthnet
"diltiazem hcl coated beads cp24 120 mg, 180 mg, 240 mg, 300 mg, 360 mg",1,QL(1 ea daily),healthnet
"diltiazem hcl coated beads tb24 180 mg, 240 mg, 300 mg, 360 mg, 420 mg",1,,healthnet
diltiazem hcl cp12,1,,healthnet
diltiazem hcl cp24,1,,healthnet
DILTIAZEM HCL ER TB24 (Use Diltiazem HCl Coated Beads),NF,,healthnet
diltiazem hcl extended release beads cp24,1,,healthnet
diltiazem hcl tabs,1,,healthnet
felodipine tb24 10 mg,1,QL(1 ea daily),healthnet
"felodipine tb24 5 mg, 2.5 mg",1,,healthnet
isradipine caps,1,,healthnet
nicardipine hcl caps,1,,healthnet
"nifedipine caps 10 mg, 20 mg",1,,healthnet
"nifedipine tb24 30 mg, 60 mg",1,,healthnet
"nifedipine tb24 30 mg, 60 mg, 90 mg",1,QL(1 ea daily),healthnet
nimodipine caps,1,,healthnet
NISOLDIPINE ER TB24 30 MG,2,,healthnet
NISOLDIPINE ER TB24 40 MG,3,,healthnet
nisoldipine tb24,1,,healthnet
NORVASC TABS 2.5 MG (Use Amlodipine Besylate),NF,QL(2 ea daily),healthnet
"NORVASC TABS 5 MG, 10 MG (Use Amlodipine Besylate)",NF,QL(1 ea daily),healthnet
NYMALIZE SOLN,3,,healthnet
PROCARDIA CAPS (Use Nifedipine),NF,,healthnet
PROCARDIA XL TB24 (Use Nifedipine),NF,QL(1 ea daily),healthnet
SULAR TB24 (Use Nisoldipine),NF,,healthnet
TIAZAC CP24 (Use Diltiazem HCl Extended Release Beads),NF,,healthnet
"verapamil hcl cp24 100 mg, 120 mg, 200 mg, 240 mg, 300 mg",1,,healthnet
verapamil hcl cp24 180 mg,1,QL(2 ea daily),healthnet
VERAPAMIL HCL ER CP24,3,,healthnet
VERAPAMIL HCL SR CP24,2,QL(1 ea daily),healthnet
"verapamil hcl tabs 40 mg, 80 mg, 120 mg",1,,healthnet
verapamil hcl tbcr 120 mg,1,,healthnet
"verapamil hcl tbcr 180 mg, 240 mg",1,QL(2 ea daily),healthnet
"VERELAN CP24 120 MG, 240 MG (Use Verapamil HCl)",NF,,healthnet
VERELAN CP24 180 MG (Use Verapamil HCl),NF,QL(2 ea daily),healthnet
VERELAN CP24 360 MG,2,QL(1 ea daily),healthnet
"VERELAN PM CP24 100 MG, 300 MG",3,,healthnet
VERELAN PM CP24 200 MG (Use Verapamil HCl),NF,,healthnet
digoxin soln 0.05 mg/ml,1,,healthnet
"digoxin tabs 0.125 mg, 0.25 mg, 125 mcg, 250 mcg",1,,healthnet
"LANOXIN TABS 125 MCG, 250 MCG (Use Digoxin)",3,,healthnet
"LANOXIN TABS 62.5 MCG, 187.5 MCG",3,,healthnet
"amlodipine besylate- atorvastatin calcium tabs 10mg-5mg, 20mg-5mg, 40mg-5mg, 80mg-5mg, 10mg-10mg, 10mg-2.5mg, 20mg-2.5mg, 40mg-2.5mg",1,PA,healthnet
"amlodipine besylate- atorvastatin calcium tabs 20mg-10mg, 40mg-10mg, 80mg-10mg",1,,healthnet
BIDIL TABS,3,,healthnet
"CADUET TABS 10MG- 5MG, 20MG-5MG, 40MG- 5MG, 80MG-5MG, 10MG- 10MG (Use Amlodipine Besylate-Atorvastatin Calcium)",NF,PA,healthnet
"CADUET TABS 20MG- 10MG, 40MG-10MG, 80MG-10MG (Use Amlodipine Besylate- Atorvastatin Calcium)",NF,,healthnet
ENTRESTO TABS 24MG- 26MG,3,PA; QL(2 ea daily),healthnet
"ENTRESTO TABS 49MG- 51MG, 97MG-103MG",3,PA,healthnet
sildenafil citrate tabs,1,PA; QL(0.27 ea daily),healthnet
STAXYN TBDP (Use Vardenafil HCl),NF,Limit 8 per month-Not available through Mail;QL(0.27 ea daily); AL(At least 21 yrs old),healthnet
vardenafil hcl tbdp 10 mg,1,Limit 8 per month -Not available through Mail;QL(0.27 ea daily); AL(At least 21 yrs old),healthnet
VIAGRA TABS (Use Sildenafil Citrate),NF,PA; QL(0.27 ea daily),healthnet
isoxsuprine hcl tabs,1,,healthnet
ORENITRAM TBCR,SP,PA,healthnet
TYVASO REFILL SOLN,SP,PA,healthnet
TYVASO SOLN,SP,PA,healthnet
TYVASO STARTER SOLN,SP,PA,healthnet
VENTAVIS SOLN,SP,PA,healthnet
ambrisentan tabs,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661,healthnet
bosentan tabs 125 mg,SP,,healthnet
