Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
PROMACTA PACK,SP,PA; QL(1 ea daily)
PROMACTA TABS,SP,PA; QL(1 ea daily)
"RETACRIT SOLN 2000 UNIT/ML, 3000 UNIT/ML, 4000 UNIT/ML, 10000 UNIT/ML, 40000 UNIT/ML",SP,PA
UDENYCA SOSY,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
ZARXIO SOSY,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
FOLIVANE-F CAPS,2,
INTEGRA F CAPS,2,
carbonyl iron susp,PV,PV
FER-IN-SOL SOLN (Use Ferrous Sulfate),PV,AL(Up to 1 yrs old ); PV
ferrous sulfate elix 220 mg/5ml,PV,AL(Up to 1 yrs old ); PV
ferrous sulfate soln 15 mg/ml,PV,AL(Up to 1 yrs old ); PV
FERROUS SULFATE SYRP 300 MG/5ML,PV,AL(Up to 1 yrs old ); PV
ICAR PEDIATRIC SUSP (Use Carbonyl Iron),PV,PV
AMICAR SOLN (Use Aminocaproic Acid),NF,
AMICAR TABS (Use Aminocaproic Acid),NF,
aminocaproic acid soln,1,
aminocaproic acid tabs,1,
CYKLOKAPRON SOLN (Use Tranexamic Acid),SP,PA
LYSTEDA TABS (Use Tranexamic Acid),NF,"QL(6 ea daily,5 day(s) limit)"
tranexamic acid soln iv 1000 mg/10ml,SP,PA
tranexamic acid tabs or 650 mg,1,"QL(6 ea daily,5 day(s) limit)"
BUTISOL SODIUM TABS,3,
phenobarbital elix,1,
phenobarbital soln,1,
phenobarbital tabs,1,
AMBIEN CR TBCR (Use Zolpidem Tartrate),NF,QL(1 ea daily)
AMBIEN TABS (Use Zolpidem Tartrate),NF,QL(1 ea daily)
DORAL TABS,3,
estazolam tabs,1,
eszopiclone tabs,1,QL(1 ea daily)
flurazepam hcl caps 15 mg,1,QL(2 ea daily)
flurazepam hcl caps 30 mg,1,QL(1 ea daily)
HALCION TABS (Use Triazolam),NF,QL(1 ea daily)
LUNESTA TABS (Use Eszopiclone),NF,QL(1 ea daily)
midazolam hcl syrp,1,
quazepam tabs,1,
RESTORIL CAPS 15 MG (Use Temazepam),NF,QL(2 ea daily)
"RESTORIL CAPS 30 MG, 22.5 MG (Use Temazepam)",NF,QL(1 ea daily)
RESTORIL CAPS 7.5 MG (Use Temazepam),NF,
SONATA CAPS (Use Zaleplon),NF,QL(1 ea daily)
temazepam caps 15 mg,1,QL(2 ea daily)
"temazepam caps 30 mg, 22.5 mg",1,QL(1 ea daily)
temazepam caps 7.5 mg,1,
triazolam tabs 0.125 mg,1,
triazolam tabs 0.25 mg,1,QL(1 ea daily)
zaleplon caps,1,QL(1 ea daily)
"zolpidem tartrate tabs or 5 mg, 10 mg",1,QL(1 ea daily)
"zolpidem tartrate tbcr or 12.5 mg, 6.25 mg",1,QL(1 ea daily)
BELSOMRA TABS,2,ST; QL(1 ea daily)
HETLIOZ CAPS,SP,PA
ramelteon tabs,1,ST; QL(1 ea daily)
ROZEREM TABS (Use Ramelteon),NF,ST; QL(1 ea daily)
bisacodyl-peg 3350-pot chloride-sod bicarb-sod chloride kit,PV,QL(1 ea per fill retail); PV
CLENPIQ SOLN,PV,PV
COLYTE-FLAVOR PACKS SOLR (Use PEG 3350-KCl- Sod Bicarb-Sod Chloride- Sod Sulfate),PV,QL(4000 ml per fill retail); PV
GOLYTELY SOLR 227.1GM-21.5GM-5.53GM- 2.82GM-6.36GM,PV,PA; QL(4000 ea per fill retail); PV
GOLYTELY SOLR 236GM- 22.74GM-5.86GM-2.97GM- 6.74GM (Use PEG 3350- KCl-Sod Bicarb-Sod Chloride-Sod Sulfate),PV,QL(4000 ml per fill retail); PV
MOVIPREP SOLR,PV,PA; PV
NULYTELY/FLAVOR PACKS SOLR (Use PEG 3350-Potassium Chloride- Sod Bicarbonate-Sod Chloride),PV,PV
peg 3350-kcl-sod bicarb- sod chloride-sod sulfate solr,PV,QL(4000 ml per fill retail); PV
peg 3350-potassium chloride-sod bicarbonate- sod chloride solr,PV,PV
PLENVU SOLR,PV,PA; PV
PREPOPIK PACK,PV,PA; PV
SUPREP BOWEL PREP KIT SOLN,PV,PV
lactulose soln,1,
MIRALAX POWD (Use Polyethylene Glycol 3350),NF,Limit 528gms per month;QL(17.6 gm daily); RX/OTC
polyethylene glycol 3350 powd,1,Limit 528gms per month;QL(17.6 gm daily); RX/OTC
ORAL SALINE LAXATIVE SOLN,2,Available for members in non- grandfathered plansages 50- 74;AL(At least 50 yrs old - Up to 74 yrs old); PV
OSMOPREP TABS,3,PA
bisacodyl supp,1,Available for members in non- grandfathered plansages 50- 74;AL(At least 50 yrs old - Up to 74 yrs old); PV
bisacodyl tbec,1,Available for members in non- grandfathered plansages 50- 74;AL(At least 50 yrs old - Up to 74 yrs old); PV
DULCOLAX SUPP (Use Bisacodyl),NF,Available for members in non- grandfathered plansages 50- 74;AL(At least 50 yrs old - Up to 74 yrs old); PV
DULCOLAX TBEC (Use Bisacodyl),NF,Available for members in non- grandfathered plansages 50- 74;AL(At least 50 yrs old - Up to 74 yrs old); PV
azithromycin pack 1 gm,1,
"azithromycin susr 100 mg/5ml, 200 mg/5ml",1,
azithromycin tabs 250 mg,1,QL(6 ea per fill retail)
azithromycin tabs 500 mg,1,QL(3 ea daily)
azithromycin tabs 600 mg,1,QL(10 ea per fill retail)
ZITHROMAX PACK 1 GM (Use Azithromycin),NF,
"ZITHROMAX SUSR 100 MG/5ML, 200 MG/5ML (Use Azithromycin)",NF,
ZITHROMAX TABS 250 MG (Use Azithromycin),NF,QL(6 ea per fill retail)
ZITHROMAX TABS 500 MG (Use Azithromycin),NF,QL(3 ea daily)
ZITHROMAX TABS 600 MG (Use Azithromycin),NF,QL(10 ea per fill retail)
ZITHROMAX TRI-PAK TABS (Use Azithromycin),NF,QL(3 ea daily)
ZITHROMAX Z-PAK TABS (Use Azithromycin),NF,QL(6 ea per fill retail)
ZMAX SUSR,2,QL(2 ea daily)
"CLARITHROMYCIN SUSR 125 MG/5ML, 250 MG/5ML",2,
"clarithromycin tabs 250 mg, 500 mg",1,
clarithromycin tb24 500 mg,1,QL(14 ea per fill retail)
E.E.S. GRANULES SUSR (Use Erythromycin Ethylsuccinate),NF,
ERYPED 200 SUSR (Use Erythromycin Ethylsuccinate),NF,
ERYPED 400 SUSR (Use Erythromycin Ethylsuccinate),NF,
erythromycin base cpep,1,
erythromycin base tabs,1,
erythromycin base tbec,1,
erythromycin ethylsuccinate susr,1,
erythromycin ethylsuccinate tabs,1,
erythromycin stearate tabs,1,
PCE TBEC,3,
DIFICID TABS,3,
CAYA DPRH,PV,QL(1 ea per 365 days retail); PV
FC FEMALE CONDOM MISC,PV,PV
FC2 FEMALE CONDOM MISC,PV,PV
FEMCAP DEVI,PV,PV
OMNIFLEX DIAPHRAGM DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 60 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 65 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 70 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 75 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 80 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 85 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 90 DPRH,PV,PV
WIDE-SEAL SILICONE DIAPHRAGM KIT 95 DPRH,PV,PV
1ST TIER UNILET COMFORTOUCH LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
1ST TIER UNILET COMFORTOUCH LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACCU-CHEK FASTCLIX LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACCU-CHEK MULTICLIX LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACCU-CHEK SAFE-T-PRO LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACCU-CHEK SAFE-T-PRO PLUSLANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACCU-CHEK SOFT TOUCH LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACCU-CHEK SOFTCLIX LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACTI-LANCE LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACTI-LANCE LITE SAFETY LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACTI-LANCE SPECIAL SAFETY LANCETS 17G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACTI-LANCE SPECIAL SAFETYLANCETS 17G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACTI-LANCE UNIVERSAL SAFETY LANCETS 23G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ACTIVE 1ST BLOOD LANCETS30G/EASY TWIST CAP MISC,2,Limit 200 per month;QL(6.67 ea daily)
ADVANCED MOBILE LANCET 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ADVOCATE LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ADVOCATE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ADVOCATE SAFETY LANCETS 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ADVOCATE SAFETY LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
AGAMATRIX ULTRA-THIN LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
AIMSCO TWIST LANCETS 32G MISC,2,Limit 200 per month;QL(6.67 ea daily)
AIMSCO TWIST LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
AQUALANCE LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE COMFORT LANCETS ULTRA THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE HAEMOLANCE PLUS HIGH FLOW 18G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE HAEMOLANCE PLUS LOW FLOW 25G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE HAEMOLANCE PLUS MICRO FLOW 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE HAEMOLANCE PLUS NORMAL FLOW 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE HAEMOLANCE PLUS PEDIATRIC BLADE MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE LANCE LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE LANCE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE LANCE PLUS SAFETYLANCETS 25G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE LANCE PLUS SAFETYLANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE LANCE SAFETY LANCET 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
ASSURE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
AT LAST LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
AURORA LANCET SUPER THIN30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
AURORA LANCET THIN 23G MISC,2,Limit 200 per month;QL(6.67 ea daily)
BD LANCET ULTRAFINE 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
BD LANCET ULTRAFINE 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
BD MICROTAINER LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
BULLSEYE MINI SAFETY LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
BULLSEYE SAFETY LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
CAREONE LANCET THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
CAREONE LANCET ULTRA THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARESENS LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARETOUCH SAFETY LANCETS/26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARETOUCH SAFETY LANCETS/28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARETOUCH SAFETY LANCETS/30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARETOUCH TWIST LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARETOUCH TWIST LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CARETOUCH TWIST LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CLEANLET LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CLEVER CHEK LANCETS ULTRATHIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CLEVER CHEK LANCETS ULTRATHIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
CLEVER CHOICE COMFORT EZLANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CLEVER CHOICE COMFORT EZLANCETS 23G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CLEVER CHOICE COMFORT EZLANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
COAGUCHEK LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
COMFORT ASSURED LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
COMFORT ASSURED LANCETS SUPER THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
COMFORT LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS MICRO- THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS ORIGINAL MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS THIN 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS LANCETS ULTRA- THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
CVS ULTRA THIN LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
DIATHRIVE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
DIATHRIVE LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
DROPLET LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
DRUG MART LANCETS THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
DRUG MART ON-THE-GO LANCETS GENTLE 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
DRUG MART UNILET LANCETSSUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
DRUG MART UNILET LANCETSULTRA THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
DRUG MART UNILET MICRO THIN LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
E-Z JECT LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
E-Z JECT LANCETS COLOR MISC,2,Limit 200 per month;QL(6.67 ea daily)
E-Z JECT LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
E-Z JECT LANCETS SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
E-Z JECT LANCETS THIN 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
E-ZJECT LANCETS MICRO-THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY COMFORT LANCETS 30G/PULL TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY COMFORT LANCETS 30G/THIN TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY COMFORT LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY COMFORT LANCETS TWIST TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 21G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 23G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 26G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 26G/PULL-TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 26G/TWIST MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 28G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 28G/PULL-TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 28G/TWIST MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 30G/BUTTON-ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 30G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 30G/PULL-TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 30G/TWIST MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 32G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 32G/PULL-TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 32G/TWIST MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH LANCETS 33G/TWIST MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH SAFETY LANCETS21G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH SAFETY LANCETS23G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH SAFETY LANCETS26G/BUTTON ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH SAFETY LANCETS26G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH SAFETY LANCETS28G/BUTTON ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TOUCH SAFETY LANCETS28G/PRESSURE ACTIVATED MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASY TWIST & CAP LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASYTEST II LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
EASYTEST LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
EMBRACE LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EQL COLOR LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EQL COLOR LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EQL SUPER THIN LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EQL THIN LANCETS 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EZ SMART BLOOD GLUCOSE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
EZ-LETS LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EZ-LETS LANCETS 23G MISC,2,Limit 200 per month;QL(6.67 ea daily)
EZ-LETS LANCETS 26G SUPER-SOFT MISC,2,Limit 200 per month;QL(6.67 ea daily)
EZ-LETS LANCETS 28G ULTRA-SOFT MISC,2,Limit 200 per month;QL(6.67 ea daily)
EZ-LETS LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
FIFTY50 SAFETY SEAL LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
FIFTY50 SAFETY SEAL LANCETS 32G MISC,2,Limit 200 per month;QL(6.67 ea daily)
FIFTY50 UNILET LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
FINE 30 MISC,2,Limit 200 per month;QL(6.67 ea daily)
FINGERSTIX LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
FORA LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
FREDS PHARMACY UNILET LANCETS SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
FREDS PHARMACY UNILET LANCETS ULTRA THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
FREESTYLE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
FREESTYLE UNISTICK II LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
GENTEEL BUTTERFLY TOUCH LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
GENTLE-LET GP LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
GENTLE-LET LANCETS GENERAL PURPOSE STYLE/FINE POINT MISC,2,Limit 200 per month;QL(6.67 ea daily)
GENTLE-LET LANCETS GENERAL PURPOSE STYLE/MEDIUM POINT MISC,2,Limit 200 per month;QL(6.67 ea daily)
GENTLE-LET LANCETS SAFETY STYLE/FINE POINT MISC,2,Limit 200 per month;QL(6.67 ea daily)
GENTLE-LET LANCETS SAFETY STYLE/MEDIUM POINT MISC,2,Limit 200 per month;QL(6.67 ea daily)
GLOBAL INJECT EASE LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GLOBAL INJECT EASE LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GLUCOCOM LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GLUCOCOM LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GLUCOCOM LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP LANCETS SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP LANCETS THIN 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP LANCETS THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP MICRO THIN LANCETS 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GNP SUPER THIN LANCETS/30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GOODSENSE COLOR LANCETS MICRO-THIN 33G UNIVERSAL MISC,2,Limit 200 per month;QL(6.67 ea daily)
GOODSENSE LANCETS MICRO-THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GOODSENSE LANCETS MICRO-THIN 33G UNIVERSAL MISC,2,Limit 200 per month;QL(6.67 ea daily)
GOODSENSE LANCETS ULTRA-THIN 26G UNIVERSAL MISC,2,Limit 200 per month;QL(6.67 ea daily)
GOODSENSE LANCETS ULTRA-THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
GOODSENSE LANCETS ULTRA-THIN 30G UNIVERSAL MISC,2,Limit 200 per month;QL(6.67 ea daily)
H-E-B INCONTROL LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
H-E-B INCONTROL LANCETS SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
H-E-B INCONTROL LANCETS ULTRA THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE LOW FLOW LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE PLUS HIGH FLOW MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE PLUS LOW FLOW MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE PLUS MAX FLOW MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE PLUS MISC,2,Limit 200 per month;QL(6.67 ea daily)
HAEMOLANCE PLUS PEDIATRIC FLOW MISC,2,Limit 200 per month;QL(6.67 ea daily)
HEALTHY ACCENTS UNILET LANCETS SUPER THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
HY-VEE LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
HY-VEE THIN LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
IN TOUCH STERILE LANCETS30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
KINNEY LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
KINNEY THIN LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS MICRO THIN33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS SUPER THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS THIN 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
KROGER LANCETS ULTRATHIN30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 26G TWIST TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 30G TWIST TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 30G/TWIST TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 31G TWIST TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS 33G UNIVERSAL DESIGN MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS SAFETY SEAL 21G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS SAFETY SEAL 26G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS SAFETY SEAL 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS SAFETY SEAL 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS SUPER THIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS TWIST TOP MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS ULTRA FINE MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS ULTRA THIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETS ULTRA THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
LANCETSBULLSEYE SAFETY MISC,2,Limit 200 per month;QL(6.67 ea daily)
LIBERTY MEDICAL LANCETS 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LIFESCAN UNISTIK 2 DEEP PENETRATION MISC,2,Limit 200 per month;QL(6.67 ea daily)
LIFESCAN UNISTIK II LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
LITE TOUCH LANCETS MISC,2,Limit 200 per month;QL(6.67 ea daily)
LITETOUCH LANCETS MICRO THIN 33G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LIVE BETTER LANCET SUPERTHIN 30G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LIVE BETTER LANCET ULTRATHIN 28G MISC,2,Limit 200 per month;QL(6.67 ea daily)
LONGS LANCETS STANDARD MISC,2,Limit 200 per month;QL(6.67 ea daily)
LONGS LANCETS THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
LONGS LANCETS ULTRA THIN MISC,2,Limit 200 per month;QL(6.67 ea daily)
